Provinsi,Kabupaten_Kota,Tahun,Jenis_Industri,Jumlah_Perusahaan,Jumlah_Tenaga_Kerja,Investasi_Ribu_Rp,Nilai_Produksi_Ribu_Rp,Sumber_Tabel
Sumatera Utara,09   Simalungun,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,09   Simalungun,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,1.  N i a s,2018.0,UNKNOWN,924.0,1924.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,1. N i a s,1996.0,UNKNOWN,42628.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,1. N i a s,1996.0,UNKNOWN,62925.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,1. N i a s,1996.0,UNKNOWN,42243.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,1. N i a s,1996.0,UNKNOWN,68860.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,1. N i a s,2006.0,UNKNOWN,28407.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,1. N i a s,2006.0,UNKNOWN,51478.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,1. N i a s,2006.0,UNKNOWN,13073.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,1. N i a s,2006.0,UNKNOWN,24831.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10   D  a  i  r  i,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,10   D  a  i  r  i,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,10. D  a  i  r  i,1996.0,UNKNOWN,10168.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10. D  a  i  r  i,1996.0,UNKNOWN,18202.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10. D  a  i  r  i,1996.0,UNKNOWN,10356.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10. D  a  i  r  i,1996.0,UNKNOWN,18021.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10. D  a  i  r  i,2006.0,UNKNOWN,17406.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10. D  a  i  r  i,2006.0,UNKNOWN,33499.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10. D  a  i  r  i,2006.0,UNKNOWN,7941.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10. D  a  i  r  i,2006.0,UNKNOWN,14749.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,10. D  a  i  r  i,2018.0,UNKNOWN,1413.0,2351.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,11   K  a  r  o,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,11   K  a  r  o,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,11 . K  a  r  o,1996.0,UNKNOWN,13877.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,11 . K  a  r  o,1996.0,UNKNOWN,26426.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,11 . K  a  r  o,1996.0,UNKNOWN,13879.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,11 . K  a  r  o,1996.0,UNKNOWN,25908.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,11 . K  a  r  o,2006.0,UNKNOWN,23600.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,11 . K  a  r  o,2006.0,UNKNOWN,48087.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,11 . K  a  r  o,2006.0,UNKNOWN,11324.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,11 . K  a  r  o,2006.0,UNKNOWN,20866.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,11. K  a  r  o,2018.0,UNKNOWN,2685.0,4368.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,12   Deli Serdang,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,12   Deli Serdang,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,12. Deli Serdang,1996.0,UNKNOWN,103429.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,12. Deli Serdang,1996.0,UNKNOWN,250139.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,12. Deli Serdang,1996.0,UNKNOWN,99990.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,12. Deli Serdang,1996.0,UNKNOWN,183190.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,12. Deli Serdang,2006.0,UNKNOWN,135914.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,12. Deli Serdang,2006.0,UNKNOWN,307880.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,12. Deli Serdang,2006.0,UNKNOWN,67326.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,12. Deli Serdang,2006.0,UNKNOWN,140130.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,12. Deli Serdang,2018.0,UNKNOWN,14130.0,33230.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,13   L a n g k a t,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,13   L a n g k a t,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,13. L a n g k a t,1996.0,UNKNOWN,49626.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,13. L a n g k a t,1996.0,UNKNOWN,103775.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,13. L a n g k a t,1996.0,UNKNOWN,51501.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,13. L a n g k a t,1996.0,UNKNOWN,94142.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,13. L a n g k a t,2006.0,UNKNOWN,88455.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,13. L a n g k a t,2006.0,UNKNOWN,174187.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,13. L a n g k a t,2006.0,UNKNOWN,41196.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,13. L a n g k a t,2006.0,UNKNOWN,87236.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,13. L a n g k a t,2018.0,UNKNOWN,12400.0,28632.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,14   Nias Selatan,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,14   Nias Selatan,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,14. Nias Selatan,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,14. Nias Selatan,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,14. Nias Selatan,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,14. Nias Selatan,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,14. Nias Selatan,2006.0,UNKNOWN,16423.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,14. Nias Selatan,2006.0,UNKNOWN,29304.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,14. Nias Selatan,2006.0,UNKNOWN,9803.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,14. Nias Selatan,2006.0,UNKNOWN,17985.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,14. Nias Selatan,2018.0,UNKNOWN,4369.0,6259.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,15   Humbang Hasundutan,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,15   Humbang Hasundutan,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,15. Humbang Hasundutan,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,15. Humbang Hasundutan,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,15. Humbang Hasundutan,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,15. Humbang Hasundutan,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,15. Humbang Hasundutan,2006.0,UNKNOWN,11575.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,15. Humbang Hasundutan,2006.0,UNKNOWN,22439.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,15. Humbang Hasundutan,2006.0,UNKNOWN,5165.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,15. Humbang Hasundutan,2006.0,UNKNOWN,10021.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,15. Humbang Hasundutan,2018.0,UNKNOWN,1042.0,1565.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,16   Pakpak Bharat,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,16   Pakpak Bharat,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,16. Pakpak Bharat,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,16. Pakpak Bharat,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,16. Pakpak Bharat,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,16. Pakpak Bharat,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,16. Pakpak Bharat,2006.0,UNKNOWN,1506.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,16. Pakpak Bharat,2006.0,UNKNOWN,2979.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,16. Pakpak Bharat,2006.0,UNKNOWN,513.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,16. Pakpak Bharat,2006.0,UNKNOWN,952.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,16. Pakpak Bharat,2018.0,UNKNOWN,1594.0,2780.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,17   Samosir,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,17   Samosir,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,17. Samosir,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,17. Samosir,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,17. Samosir,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,17. Samosir,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,17. Samosir,2006.0,UNKNOWN,7936.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,17. Samosir,2006.0,UNKNOWN,14233.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,17. Samosir,2006.0,UNKNOWN,3741.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,17. Samosir,2006.0,UNKNOWN,6334.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,17. Samosir,2018.0,UNKNOWN,1744.0,3149.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,18   Serdang Bedagai,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,18   Serdang Bedagai,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,18. Serdang Bedagai,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,18. Serdang Bedagai,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,18. Serdang Bedagai,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,18. Serdang Bedagai,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,18. Serdang Bedagai,2006.0,UNKNOWN,50411.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,18. Serdang Bedagai,2006.0,UNKNOWN,103008.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,18. Serdang Bedagai,2006.0,UNKNOWN,23934.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,18. Serdang Bedagai,2006.0,UNKNOWN,47740.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,18. Serdang Bedagai,2018.0,UNKNOWN,9966.0,20163.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,19   Batu Bara,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,19   Batu Bara,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,19.  Batu Bara,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,19.  Batu Bara,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,19.  Batu Bara,2006.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,19.  Batu Bara,2006.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,19. Batu Bara,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,19. Batu Bara,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,19. Batu Bara,2006.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,19. Batu Bara,2006.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,19. Batubara,2018.0,UNKNOWN,6358.0,11385.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,2.  Mandailing Natal,2018.0,UNKNOWN,4582.0,8515.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,2. Mandailing Natal,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,2. Mandailing Natal,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,2. Mandailing Natal,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,2. Mandailing Natal,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,2. Mandailing Natal,2006.0,UNKNOWN,26830.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,2. Mandailing Natal,2006.0,UNKNOWN,50928.0,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,2. Mandailing Natal,2006.0,UNKNOWN,11709.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,2. Mandailing Natal,2006.0,UNKNOWN,24188.0,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20   Padang Lawas Utara,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,20   Padang Lawas Utara,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,20. Padang Lawas Utara,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20. Padang Lawas Utara,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20. Padang Lawas Utara,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20. Padang Lawas Utara,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20. Padang Lawas Utara,2006.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20. Padang Lawas Utara,2006.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20. Padang Lawas Utara,2006.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20. Padang Lawas Utara,2006.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,20. Padang Lawas Utara,2018.0,UNKNOWN,1967.0,3523.0,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri dan Kecil Menurut Kabupaten/Kota, 2018"
Sumatera Utara,21   Padang Lawas,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Usaha/Perusahaan menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,21   Padang Lawas,2016.0,UNKNOWN,,,,,"[Sensus Ekonomi 2016] Jumlah Tenaga Kerja menurut Skala Usaha dan Kabupaten/Kota, 2016"
Sumatera Utara,21. Padang Lawas,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,21. Padang Lawas,1996.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,21. Padang Lawas,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,21. Padang Lawas,1996.0,UNKNOWN,,,,,"Banyaknya Usaha yang Tidak Berbadan Hukum dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,21. Padang Lawas,2006.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
Sumatera Utara,21. Padang Lawas,2006.0,UNKNOWN,,,,,"Banyaknya Usaha dan Pekerja Menurut Kabupaten/Kota, 1996 dan 2006"
