Provinsi,Kabupaten_Kota,Tahun,Jenis_Industri,Jumlah_Perusahaan,Jumlah_Tenaga_Kerja,Investasi_Ribu_Rp,Nilai_Produksi_Ribu_Rp,Sumber_Tabel
Gorontalo,Provinsi Gorontalo,2010.0,IMK,12360.0,31910.0,132942851.0,510021820.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,Provinsi Gorontalo,2010.0,IMK,12921.0,34564.0,134144956.0,476005172.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,Provinsi Gorontalo,2010.0,IMK,13688.0,36978.0,150230351.0,530844551.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,Provinsi Gorontalo,2011.0,IMK,11718.0,30596.0,95716130.0,475969750.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,Provinsi Gorontalo,2011.0,IMK,9252.0,28281.0,93065002.0,444146627.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,Provinsi Gorontalo,2011.0,IMK,8569.0,27003.0,86923658.0,386434819.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,Provinsi Gorontalo,2011.0,IMK,12360.0,31910.0,132942851.0,510021820.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,Provinsi Gorontalo,2011.0,IMK,12921.0,34564.0,134144956.0,476005172.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,Provinsi Gorontalo,2011.0,IMK,13688.0,36978.0,150230351.0,530844551.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,Provinsi Gorontalo,2012.0,IMK,12360.0,31910.0,132942851.0,510021820.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,Provinsi Gorontalo,2012.0,IMK,11718.0,30596.0,95716130.0,475969750.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,Provinsi Gorontalo,2012.0,IMK,9252.0,28281.0,93065002.0,444146627.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,Provinsi Gorontalo,2012.0,IMK,8569.0,27003.0,86923658.0,386434819.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,Provinsi Gorontalo,2012.0,IMK,12921.0,34564.0,134144956.0,476005172.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,Provinsi Gorontalo,2012.0,IMK,13688.0,36978.0,150230351.0,530844551.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,Provinsi Gorontalo,2013.0,IMK,12921.0,34564.0,134144956.0,476005172.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,Provinsi Gorontalo,2013.0,IMK,12360.0,31910.0,132942851.0,510021820.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,Provinsi Gorontalo,2013.0,IMK,11718.0,30596.0,95716130.0,475969750.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,Provinsi Gorontalo,2013.0,IMK,9252.0,28281.0,93065002.0,444146627.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,Provinsi Gorontalo,2013.0,IMK,8569.0,27003.0,86923658.0,386434819.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,Provinsi Gorontalo,2013.0,IMK,13688.0,36978.0,150230351.0,530844551.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,Provinsi Gorontalo,2014.0,IMK,13688.0,36978.0,150230351.0,530844551.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,Provinsi Gorontalo,2014.0,IMK,12921.0,34564.0,134144956.0,476005172.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,Provinsi Gorontalo,2014.0,IMK,12360.0,31910.0,132942851.0,510021820.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,Provinsi Gorontalo,2014.0,IMK,11718.0,30596.0,95716130.0,475969750.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,Provinsi Gorontalo,2014.0,IMK,9252.0,28281.0,93065002.0,444146627.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,Provinsi Gorontalo,2014.0,IMK,8569.0,27003.0,86923658.0,386434819.0,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,"Sumber: Dinas Koperasi, UMKM, Perindustrian dan Perdagangan Provinsi Gorontalo",2017.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2017"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2009.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2009.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2009.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2009.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2009.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2009.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2009"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2010.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2010.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2010.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2010.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2010.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2010.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2010"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2011.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2011.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2011.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2011.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2011.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2011.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2011"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2012.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2012.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2012.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2012.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2012.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2012.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2012"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2013.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2013.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2013.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2013.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2013.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2013.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2013"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2014.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2014.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2014.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2014.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2014.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2014.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2014"
Gorontalo,"Sumber: Dinas Perindustrian, Perdagangan dan Koperasi Provinsi Gorontalo",2015.0,IMK,,,,,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2015"
Gorontalo,TOTAL,2017.0,IMK,14388.0,35526.0,192637.95,580300.0900000001,"Banyaknya Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi Industri Mikro Kecil Menurut Kabupaten/Kota di Provinsi Gorontalo, 2017"
Jawa Tengah,Jawa Tengah,2017.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2017.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2017.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2017.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2018.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2018.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2018.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2018.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2018.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2018.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2018.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2018.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2019.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2019.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2019.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2019.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Jawa Tengah,2019.0,UNKNOWN,,,,,"Banyaknya Anggota Kadinda Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 "
Jawa Tengah,Jawa Tengah,2019.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2019.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2019.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2019.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2019.0,UNKNOWN,,,,,"Jumlah Industri dan Tenaga Kerja Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 - 2022"
Jawa Tengah,Jawa Tengah,2019.0,UNKNOWN,,,,,"Jumlah Industri dan Tenaga Kerja Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 - 2022"
Jawa Tengah,Jawa Tengah,2020.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2020.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2020.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2020.0,IMK,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Mikro dan Kecil Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2018 - 2020"
Jawa Tengah,Jawa Tengah,2020.0,UNKNOWN,,,,,"Banyaknya Anggota Kadinda Menurut Kabupaten/Kota di Jawa Tengah, 2020"
Jawa Tengah,Jawa Tengah,2020.0,UNKNOWN,,,,,"Jumlah Industri dan Tenaga Kerja Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 - 2022"
Jawa Tengah,Jawa Tengah,2020.0,UNKNOWN,,,,,"Jumlah Industri dan Tenaga Kerja Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 - 2022"
Jawa Tengah,Jawa Tengah,2021.0,UNKNOWN,,,,,"Jumlah Industri dan Tenaga Kerja Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 - 2022"
Jawa Tengah,Jawa Tengah,2021.0,UNKNOWN,,,,,"Jumlah Industri dan Tenaga Kerja Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 - 2022"
Jawa Tengah,Jawa Tengah,2022.0,UNKNOWN,,,,,"Jumlah Industri dan Tenaga Kerja Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 - 2022"
Jawa Tengah,Jawa Tengah,2022.0,UNKNOWN,,,,,"Jumlah Industri dan Tenaga Kerja Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2019 - 2022"
Jawa Tengah,Jumlah/Total           2014,2013.0,IBS,3666.0,838351.0,,,"Banyaknya Perusahaan Industri Besar dan Sedang, Tenaga Kerja, Upah Tenaga Kerja, Biaya Input, Nilai Output, Nilai Tambah Menurut Kabupaten/Kota di Jawa Tengah Tahun 2013"
Jawa Tengah,Jumlah/Total 2012,2012.0,IBS,,,,,"Banyaknya Perusahaan Industri Besar dan Sedang, Tenaga Kerja,     Upah Tenaga Kerja, Biaya Input, Nilai Output dan Nilai Tambah    Menurut Kabupaten/Kota di Jawa Tengah Tahun 2012 "
Jawa Tengah,Kabupaten/  Regency,2017.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Kabupaten/  Regency,2017.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Kabupaten/  Regency,2017.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
Jawa Tengah,Kabupaten/  Regency,2017.0,IBS,,,,,"Jumlah Perusahaan, Tenaga Kerja, Investasi, dan Nilai Produksi pada Industri Besar dan Sedang Menurut Kabupaten/Kota di Provinsi Jawa Tengah, 2017 - 2019"
